keyword,channel,title,date,url
Taux particuliers,Hedacademy,1 minute (ou presque) pour calculer (a + b)³ et (a + b)⁴,2021-02-10,https://www.youtube.com/watch?v=4M4Ec_JIKvk
Taux particuliers,Hedacademy,METTRE K.O. LE BAC - Logarithme - Équations,2023-03-10,https://www.youtube.com/watch?v=GejVGZIb7Rs
Taux particuliers,Hedacademy,1 minute pour poser une division,2020-12-17,https://www.youtube.com/watch?v=wTW7he5wS0E
Taux particuliers,Hedacademy,Tage Mage - Géometrie,2017-10-23,https://www.youtube.com/watch?v=-BnWL3iZ9MA
Taux particuliers,Hedacademy,QUESTION TYPE DU BAC #13 : Variation d&#39;une fonction,2022-05-06,https://www.youtube.com/watch?v=8VnSa9PWBrA
Polygones,Yvan Monka,Polygones réguliers à la règle et au compas #4 sur 4,2017-04-20,https://www.youtube.com/watch?v=9rOvlOryoIU
Polygones,Yvan Monka,Polygones réguliers à la règle et au compas #1 sur 4,2017-04-20,https://www.youtube.com/watch?v=331h9qRj_pY
Polygones,Yvan Monka,Polygones réguliers à la règle et au compas #2 sur 4,2017-04-20,https://www.youtube.com/watch?v=t2o31tfm6BE
Polygones,Yvan Monka,Polygones réguliers à la règle et au compas #3 sur 4,2017-04-20,https://www.youtube.com/watch?v=3jFgbOo39sk
Polygones,Yvan Monka,LE COURS : Les quadrilatères - Sixième,2025-01-25,https://www.youtube.com/watch?v=PMiOrp6Hs_k
Polygones,Yvan Monka,Construire le polygone des fréquences cumulées - Seconde,2014-11-15,https://www.youtube.com/watch?v=DVN-4u6BCPY
Polygones,Yvan Monka,"Reconnaître un carré, un rectangle, un losange - Sixième - Cinquième",2021-05-23,https://www.youtube.com/watch?v=UXtlMZUUa7c
Polygones,Yvan Monka,Appliquer le théorème de l&#39;angle inscrit,2015-01-01,https://www.youtube.com/watch?v=_ECyBuYlB0M
Polygones,Yvan Monka,Calculer le périmètre d&#39;une figure - Sixième,2015-10-31,https://www.youtube.com/watch?v=w7n638xdT6E
Polygones,Yvan Monka,Calculer l&#39;aire d&#39;une figure composée - Cinquième,2015-08-25,https://www.youtube.com/watch?v=bMSrZjOBwcA
Polygones,Hedacademy,COMMENT CONSTRUIRE UN PENTAGONE ?,2024-09-25,https://www.youtube.com/watch?v=xzsgrjOTZwE
Polygones,Hedacademy,Combien de diagonales a un polygone à 30 côtés?,2021-07-19,https://www.youtube.com/watch?v=4rw97cLYwDg
Polygones,Hedacademy,COMBIEN MESURE L&#39;ANGLE D&#39;UN OCTOGONE - RÉVISIONS DU CONTRÔLE 😉,2024-10-06,https://www.youtube.com/watch?v=m7BkD2k7uTQ
Polygones,Hedacademy,TOUT CE QU&#39;IL FAUT SAVOIR SUR LES ANGLES - 5ᵉ,2024-12-07,https://www.youtube.com/watch?v=rYvndZlTBfA
Polygones,Hedacademy,BREVET - Trouve cet angle !,2022-11-07,https://www.youtube.com/watch?v=vcgJFKyAgso
Polygones,Hedacademy,C&#39;EST QUOI LE PÉRIMÈTRE D&#39;UNE FIGURE ? CM2 - 6ᵉ,2024-09-28,https://www.youtube.com/watch?v=ISNQp69brgw
Polygones,Hedacademy,RÉSULTAT SYMPA SUR LES ANGLES 😎,2023-02-01,https://www.youtube.com/watch?v=97VV7_vBGfs
Polygones,Hedacademy,COMPRENDRE LES ROTATIONS - 4ᵉ / 3ᵉ,2025-01-02,https://www.youtube.com/watch?v=DpLpO6C7DMY
Polygones,Hedacademy,BREVET - DES AIRES ADORABLES 🥰,2023-02-05,https://www.youtube.com/watch?v=l_VtcGWCg2s
Polygones,Hedacademy,TOUS LES SOLIDES en 2 formules ! 🤩,2022-09-12,https://www.youtube.com/watch?v=eJ9_2ijYPME
Cercle et éléments de cercle,Yvan Monka,Connaître le vocabulaire du cercle - Sixième,2020-09-06,https://www.youtube.com/watch?v=aWJmz1oM_O0
Cercle et éléments de cercle,Yvan Monka,Déterminer une équation de cercle (1) - Première,2014-12-01,https://www.youtube.com/watch?v=Nr4Fcr-GhXM
Cercle et éléments de cercle,Yvan Monka,Reconnaître un point sur un CERCLE ou sur un DISQUE - Sixième,2024-11-07,https://www.youtube.com/watch?v=DrPK1xHEJsU
Cercle et éléments de cercle,Yvan Monka,Apprendre à lire sur le cercle trigonométrique - Première,2016-02-16,https://www.youtube.com/watch?v=ECNX9hnhG9U
Cercle et éléments de cercle,Yvan Monka,Déterminer une équation de cercle (2) - Première,2014-12-01,https://www.youtube.com/watch?v=nNidpOAhLE8
Cercle et éléments de cercle,Yvan Monka,"LE COURS : Distances, cercle, médiatrice - Sixième",2025-01-16,https://www.youtube.com/watch?v=WPrr9ov_Hfw
Cercle et éléments de cercle,Yvan Monka,Construire la tangente à un cercle,2017-07-12,https://www.youtube.com/watch?v=O-5yCePDlKY
Cercle et éléments de cercle,Yvan Monka,LE COURS : Trigonométrie - Première,2020-08-19,https://www.youtube.com/watch?v=wJjb3CSS3cg
Cercle et éléments de cercle,Yvan Monka,LE COURS : Géométrie repérée - Première,2023-03-07,https://www.youtube.com/watch?v=EehP4SFpo5c
Cercle et éléments de cercle,Yvan Monka,LE COURS : Périmètres - Sixième,2023-11-12,https://www.youtube.com/watch?v=7tU_9CAcjJI
Cercle et éléments de cercle,Hedacademy,COMMENT CALCULER LA LONGUEUR D&#39;UN CERCLE ? 6ᵉ / 5ᵉ,2024-09-28,https://www.youtube.com/watch?v=OE2ER-Zm_hE
Cercle et éléments de cercle,Hedacademy,COMPRENDRE le cercle trigonométrique !,2022-03-17,https://www.youtube.com/watch?v=9HNBQZ0lUF4
Cercle et éléments de cercle,Hedacademy,LES BASES DE LA GÉOMÉTRIE - CM2 / 6e,2024-12-15,https://www.youtube.com/watch?v=ZmYiyAKWgAQ
Cercle et éléments de cercle,Hedacademy,COMPRENDRE LES ROTATIONS - 4ᵉ / 3ᵉ,2025-01-02,https://www.youtube.com/watch?v=DpLpO6C7DMY
Cercle et éléments de cercle,Hedacademy,Géométrie analytique,2020-09-23,https://www.youtube.com/watch?v=PLD0vSttxHk
Cercle et éléments de cercle,Hedacademy,TRIGONOMÉTRIE : Résoudre des équations,2022-03-20,https://www.youtube.com/watch?v=oMD_uwxM1bc
Cercle et éléments de cercle,Hedacademy,MAÎTRISER LES DIAGRAMMES !,2022-11-10,https://www.youtube.com/watch?v=jIjklZrVDto
Cercle et éléments de cercle,Hedacademy,HOMOTHÉTIES - TOUT comprendre,2025-01-15,https://www.youtube.com/watch?v=Va1xV68KzcU
Cercle et éléments de cercle,Hedacademy,"TU CONNAIS LA DIFFÉRENCE ? [AB]  -  AB  -  (AB)  -  A, B, ...?",2022-10-10,https://www.youtube.com/watch?v=MWpKMOudmwU
Cercle et éléments de cercle,Hedacademy,SANS CETTE MÉTHODE IL TE FAUT 2 JOURS POUR FAIRE LA QUESTION 😉,2024-11-18,https://www.youtube.com/watch?v=Nmz1cBJ5GeY
Autres éléments du plan,Yvan Monka,LE COURS : Les transformations Partie 1 - Troisième,2017-05-09,https://www.youtube.com/watch?v=4hACSwA1cn4
Autres éléments du plan,Yvan Monka,Décomposer un vecteur dans une base (du plan) - Terminale,2014-11-28,https://www.youtube.com/watch?v=4-dKOkNu_p4
Autres éléments du plan,Yvan Monka,Interpréter géométriquement les transformations - Terminale Techno,2020-06-20,https://www.youtube.com/watch?v=RsOCKGgT9h4
Autres éléments du plan,Yvan Monka,"Arrangement, permutation, combinaison... : lequel choisir ? - Terminale",2020-10-06,https://www.youtube.com/watch?v=hWkIwXXEECc
Autres éléments du plan,Yvan Monka,Faire 2 carrés avec 3 allumettes !,2021-12-01,https://www.youtube.com/watch?v=qeIu3SRNYs0
Autres éléments du plan,Yvan Monka,Notions de base de géométrie dans l&#39;espace - Première STD2A,2018-03-14,https://www.youtube.com/watch?v=kDvfHrKJMd4
Autres éléments du plan,Yvan Monka,LE COURS : Angles alternes-internes et correspondants - Cinquième,2023-10-21,https://www.youtube.com/watch?v=OHGq5bqx11A
Autres éléments du plan,Yvan Monka,LE COURS - Les ensembles de nombres,2017-05-28,https://www.youtube.com/watch?v=kL-eMNZiARM
Autres éléments du plan,Yvan Monka,Construire l&#39;image d&#39;un point par une rotation - Troisième,2015-11-10,https://www.youtube.com/watch?v=xd_-KzMmjwI
Autres éléments du plan,Yvan Monka,LE COURS - Équations de droites - Seconde,2020-08-02,https://www.youtube.com/watch?v=d-rUnClmcCY
Autres éléments du plan,Hedacademy,COMPRENDRE LES VECTEURS,2022-10-05,https://www.youtube.com/watch?v=nFHuglLbClc
Autres éléments du plan,Hedacademy,L&#39;ÉNIGME DES 9 POINTS 🤔,2022-11-25,https://www.youtube.com/watch?v=DDQkAJIrcx4
Autres éléments du plan,Hedacademy,TU SAIS PARLER MATHS ? 🤓,2023-03-12,https://www.youtube.com/watch?v=-Apy4ONW1q4
Autres éléments du plan,Hedacademy,BREVET - Trouve cet angle !,2022-11-07,https://www.youtube.com/watch?v=vcgJFKyAgso
Autres éléments du plan,Hedacademy,Fonctions affines et linéaires,2022-02-21,https://www.youtube.com/watch?v=5ocIH2UJabk
Autres éléments du plan,Hedacademy,POUR QUE LA FONCTION EXISTE,2023-12-17,https://www.youtube.com/watch?v=90tHHKOtxUU
Autres éléments du plan,Hedacademy,Fonction paire / impaire,2020-03-08,https://www.youtube.com/watch?v=v_AiQ-Tj8lA
Autres éléments du plan,Hedacademy,Déterminer l&#39;équation d&#39;une droite,2017-12-10,https://www.youtube.com/watch?v=e8W6vk_xrgA
Autres éléments du plan,Hedacademy,COMPRENDRE le cercle trigonométrique !,2022-03-17,https://www.youtube.com/watch?v=9HNBQZ0lUF4
Autres éléments du plan,Hedacademy,LES BELLES IDENTITÉS REMARQUABLES 😍,2023-12-15,https://www.youtube.com/watch?v=Go8Q538tJPw
Solides,Yvan Monka,Calculer une longueur dans un solide - Troisième,2014-12-31,https://www.youtube.com/watch?v=NY75MafJJ3Y
Solides,Yvan Monka,Dessiner en vraie grandeur la section d&#39;un solide - Troisième,2015-01-01,https://www.youtube.com/watch?v=hNj4ySy-NaU
Solides,Yvan Monka,LE COURS : Solides et volumes - Sixième,2025-06-29,https://www.youtube.com/watch?v=18rPxmBBG-8
Solides,Yvan Monka,Représenter la section d&#39;un solide par un plan - Terminale STD2A,2014-11-19,https://www.youtube.com/watch?v=vgXcf3M0f9w
Solides,Yvan Monka,"EXERCICE : Calculer des volumes (boule, cylindre) - Troisième",2021-04-25,https://www.youtube.com/watch?v=ZnB0RIPlIsw
Solides,Yvan Monka,Reconnaître un solide et ses éléments - Sixième,2025-02-04,https://www.youtube.com/watch?v=9SlR8ANDL1w
Solides,Yvan Monka,Représenter différentes vues d&#39;un assemblage de cubes - Sixième,2025-06-29,https://www.youtube.com/watch?v=PzQj84LSTrE
Solides,Yvan Monka,LE COURS : Pyramide et cône - Quatrième,2020-10-28,https://www.youtube.com/watch?v=2FH1GM2Nuk4
Solides,Yvan Monka,Représenter la section d&#39;un solide par un plan - Terminale STD2A,2015-01-18,https://www.youtube.com/watch?v=4y00KbuCpsc
Solides,Yvan Monka,EXERCICE : Effectuer des calculs de volume - Quatrième,2015-11-26,https://www.youtube.com/watch?v=CwfqktqhIGI
Solides,Hedacademy,TOUS LES SOLIDES en 2 formules ! 🤩,2022-09-12,https://www.youtube.com/watch?v=eJ9_2ijYPME
Solides,Hedacademy,Interro : le nom des SOLIDES,2026-04-23,https://www.youtube.com/watch?v=q8Sg5__UmpI
Solides,Hedacademy,MAÎTRISER LE CUBE et LE PAVÉ - 6ᵉ / 5ᵉ,2024-11-20,https://www.youtube.com/watch?v=Ty2X6NmUyuE
Solides,Hedacademy,CALCULE LE VOLUME DE CETTE PYRAMIDE,2024-04-09,https://www.youtube.com/watch?v=kIRyr1oLXXA
Solides,Hedacademy,LA SPHÈRE - 3ème,2025-02-18,https://www.youtube.com/watch?v=E4bac2H9dq0
Solides,Hedacademy,THALÈS... MAIS POUR LES GRANDS 😅,2023-03-08,https://www.youtube.com/watch?v=M4OdnmlFTJs
Solides,Hedacademy,THALÈS... mais version musclée 💪💪,2026-06-02,https://www.youtube.com/watch?v=PuKuwsMWfvI
Solides,Hedacademy,1 minute pour calculer l&#39;aire d&#39;un disque,2021-01-07,https://www.youtube.com/watch?v=LRmEm8jULlE
Solides,Hedacademy,LE CYLINDRE DE RÉVOLUTION - 6ᵉ / 5ᵉ,2024-11-20,https://www.youtube.com/watch?v=Jwji1QB6_0Y
Solides,Hedacademy,ENCORE UNE PÉPITE CE CALCUL D&#39;AIRE,2024-09-18,https://www.youtube.com/watch?v=aHYrP_Gf4As
Représentation dans l'espace,Yvan Monka,Se repérer dans l&#39;espace - Quatrième,2022-08-17,https://www.youtube.com/watch?v=PvCndyPcEng
Représentation dans l'espace,Yvan Monka,LE COURS : Droites et plans de l&#39;espace,2018-03-14,https://www.youtube.com/watch?v=jc04mAQSi3I
Représentation dans l'espace,Yvan Monka,Reconnaître une base de l&#39;espace - Terminale,2020-06-20,https://www.youtube.com/watch?v=5a9pE6XQna4
Représentation dans l'espace,Yvan Monka,"LE COURS : Vecteurs, droites et plans de l&#39;espace - Terminale",2023-05-16,https://www.youtube.com/watch?v=EoT48VtnUJ4
Représentation dans l'espace,Yvan Monka,LE COURS : Espace - Troisième,2020-10-23,https://www.youtube.com/watch?v=Wsv2pp5Ytx8
Représentation dans l'espace,Yvan Monka,Prépare ton BAC : Vecteurs (espace) - Représentations paramétriques,2016-04-30,https://www.youtube.com/watch?v=gYNat8r4XRE
Représentation dans l'espace,Yvan Monka,"LE COURS : Positions relatives, parallélisme, orthogonalité dans l&#39;espace - Terminale",2021-01-21,https://www.youtube.com/watch?v=aostYZK5jkE
Représentation dans l'espace,Yvan Monka,Lire les coordonnées dans l&#39;espace - Terminale,2020-06-20,https://www.youtube.com/watch?v=PZeBXIhNBAk
Représentation dans l'espace,Yvan Monka,Utiliser la représentation paramétrique d&#39;une droite - Terminale,2015-01-19,https://www.youtube.com/watch?v=smCUbzJs9xo
Représentation dans l'espace,Yvan Monka,Représenter une combinaison linéaire de vecteurs dans l&#39;espace - Terminale,2020-06-20,https://www.youtube.com/watch?v=Z83z54pkGqA
Représentation dans l'espace,Hedacademy,DROITES DE L&#39;ESPACE : Position relative - Term Spé,2024-12-04,https://www.youtube.com/watch?v=3lZR1gsJYKc
Représentation dans l'espace,Hedacademy,1 MINUTE = 1 QUESTION DU BAC - Droites de l&#39;espace,2024-03-25,https://www.youtube.com/watch?v=U1DHjTnW6xs
Représentation dans l'espace,Hedacademy,1 MINUTE = 1 QUESTION DU BAC - Eq. droite dans l&#39;espace,2024-03-19,https://www.youtube.com/watch?v=lQkagQ0CaCU
Représentation dans l'espace,Hedacademy,Équation paramétrique d&#39;une droite dans l&#39;espace,2017-05-01,https://www.youtube.com/watch?v=vvRPgxuKBzY
Représentation dans l'espace,Hedacademy,PLANS PARALLÈLES &amp; ORTHOGONAUX - Term Spé,2024-12-17,https://www.youtube.com/watch?v=RthPkXl0JAM
Représentation dans l'espace,Hedacademy,Déterminer l&#39;équation d&#39;un plan,2017-05-01,https://www.youtube.com/watch?v=3gywPe56SzM
Représentation dans l'espace,Hedacademy,TOUS LES SOLIDES en 2 formules ! 🤩,2022-09-12,https://www.youtube.com/watch?v=eJ9_2ijYPME
Représentation dans l'espace,Hedacademy,DÉTERMINER L&#39;ÉQUATION D&#39;UN PLAN - Term Spé,2024-12-17,https://www.youtube.com/watch?v=QrJ6LkVyM9Y
Représentation dans l'espace,Hedacademy,COMMENT construire l&#39;intersection de 2 plans - Mon secret 🤫,2026-01-08,https://www.youtube.com/watch?v=lrkNdeE71Ns
Représentation dans l'espace,Hedacademy,Géométrie analytique,2020-09-23,https://www.youtube.com/watch?v=PLD0vSttxHk
Triangle,Yvan Monka,LE COURS : Triangles semblables - Troisième,2021-06-17,https://www.youtube.com/watch?v=38DTCmRRvUs
Triangle,Yvan Monka,Construire l&#39;image d&#39;une figure par une symétrie centrale (2) - Cinquième,2015-08-22,https://www.youtube.com/watch?v=MaqCTQCB9lU
Triangle,Yvan Monka,Construire l&#39;image d&#39;une figure par une translation - Seconde,2014-11-21,https://www.youtube.com/watch?v=8Jb9cMOeYSk
Triangle,Yvan Monka,Le triangle impossible de Penrose - Illusion d&#39;optique,2015-08-11,https://www.youtube.com/watch?v=n3Dh-P8-X84
Triangle,Yvan Monka,Calculer l&#39;aire d&#39;un triangle - Cinquième,2025-12-21,https://www.youtube.com/watch?v=XciTFhpXIL0
Triangle,Yvan Monka,TRIANGLE de SIERPINSKI,2022-03-19,https://www.youtube.com/watch?v=jXbk7aaBSrk
Triangle,Yvan Monka,Construire un triangle (2) - Sixième / Cinquième,2015-08-22,https://www.youtube.com/watch?v=6mFBqacFzws
Triangle,Yvan Monka,Utiliser des triangles égaux - Quatrième,2021-04-21,https://www.youtube.com/watch?v=rLNa5Iu_X3E
Triangle,Yvan Monka,Tracer un cercle circonscrit - Sixième / Cinquième,2016-02-16,https://www.youtube.com/watch?v=0h9bZZoQfJM
Triangle,Yvan Monka,EXERCICE : Calculer des angles dans le triangle - Cinquième,2015-12-22,https://www.youtube.com/watch?v=jPkmKqt-6n4
Triangle,Hedacademy,Triangles semblables - Le cours,2020-11-14,https://www.youtube.com/watch?v=BexA4r1iB7Q
Triangle,Hedacademy,CHALLENGE : 2 méthodes inédites pour l&#39;aire du triangle.,2023-10-12,https://www.youtube.com/watch?v=Gi5qxv0dCng
Triangle,Hedacademy,LA LOI DES SINUS,2023-10-23,https://www.youtube.com/watch?v=CrQoll12HWM
Triangle,Hedacademy,Trouve la hauteur de la tour - SANS CALCULATRICE 🤨,2023-10-08,https://www.youtube.com/watch?v=5vjS8gv7sGs
Triangle,Hedacademy,1 minute pour l&#39;aire d&#39;un triangle rectangle,2021-01-05,https://www.youtube.com/watch?v=6gwJdatGvPo
Triangle,Hedacademy,CALCULE L&#39;AIRE DU RECTANGLE DANS CE DEMI CERCLE,2024-11-28,https://www.youtube.com/watch?v=LuvfOqtOB-s
Triangle,Hedacademy,Trigonométrie - Calculer une longueur,2018-12-15,https://www.youtube.com/watch?v=Od4hBbBFHqw
Triangle,Hedacademy,COMMENT CALCULER CETTE AIRE ?,2023-03-14,https://www.youtube.com/watch?v=dK6cOPC5FPo
Triangle,Hedacademy,T&#39;as 2 minutes ! Calculer une longueur,2021-02-24,https://www.youtube.com/watch?v=5t32hlJlYIQ
Triangle,Hedacademy,UN CONDENSÉ DE RÉFLEXES 😉,2022-12-29,https://www.youtube.com/watch?v=LUjrwu0JndM
Cercle trigonométrique,Yvan Monka,Apprendre à lire sur le cercle trigonométrique - Première,2016-02-16,https://www.youtube.com/watch?v=ECNX9hnhG9U
Cercle trigonométrique,Yvan Monka,LE COURS : Trigonométrie - Première,2020-08-19,https://www.youtube.com/watch?v=wJjb3CSS3cg
Cercle trigonométrique,Yvan Monka,Placer un point sur le cercle trigonométrique (1) - Première,2023-03-07,https://www.youtube.com/watch?v=7VAFJXLB9u0
Cercle trigonométrique,Yvan Monka,Lire une valeurs sur le cercle trigonométrique - Première,2023-03-07,https://www.youtube.com/watch?v=NGZKQf9eLyg
Cercle trigonométrique,Yvan Monka,Placer un point sur le cercle trigonométrique (2) - Première,2019-06-20,https://www.youtube.com/watch?v=jE3ibn-8fDI
Cercle trigonométrique,Yvan Monka,Lire en radians sur le cercle trigonométrique des valeurs de cos et sin - Première,2014-11-29,https://www.youtube.com/watch?v=m6tuif8ZpFY
Cercle trigonométrique,Yvan Monka,Résoudre une inéquation du type cos(x) ≤ a  - Terminale,2020-06-20,https://www.youtube.com/watch?v=raU77Qb_-Iw
Cercle trigonométrique,Yvan Monka,Placer un point par enroulement autour du cercle trigonométrique - Première,2014-11-13,https://www.youtube.com/watch?v=Fk_YO30jXn8
Cercle trigonométrique,Yvan Monka,EXERCICE : Lire en degré sur le cercle trigonométrique des valeurs de cos et sin - Première,2015-04-18,https://www.youtube.com/watch?v=QtcXTCLDJSk
Cercle trigonométrique,Yvan Monka,Lire en degré sur le cercle trigonométrique des valeurs de cos et sin - Première,2014-11-14,https://www.youtube.com/watch?v=1l3SzSamBRk
Cercle trigonométrique,Hedacademy,COMPRENDRE le cercle trigonométrique !,2022-03-17,https://www.youtube.com/watch?v=9HNBQZ0lUF4
Cercle trigonométrique,Hedacademy,TRIGONOMÉTRIE : Résoudre des équations,2022-03-20,https://www.youtube.com/watch?v=oMD_uwxM1bc
Cercle trigonométrique,Hedacademy,TRIGONOMÉTRIE : Mesure principale,2022-03-19,https://www.youtube.com/watch?v=IQGvZ0mJ0c8
Cercle trigonométrique,Hedacademy,DÉRIVER DES FONCTIONS TRIGONOMÉTRIQUES,2025-03-29,https://www.youtube.com/watch?v=no9O_gupMlc
Cercle trigonométrique,Hedacademy,TRIGONOMÉTRIE : Convertir degrés - radians,2022-03-18,https://www.youtube.com/watch?v=b7L5Gv4QslE
Cercle trigonométrique,Hedacademy,TRIGONOMÉTRIE : Sauras-tu simplifier ?,2026-01-05,https://www.youtube.com/watch?v=3ZHaPPcjLCA
Cercle trigonométrique,Hedacademy,Trouve la hauteur de la tour - SANS CALCULATRICE 🤨,2023-10-08,https://www.youtube.com/watch?v=5vjS8gv7sGs
Cercle trigonométrique,Hedacademy,Étude d&#39;une FONCTION TRIGO - Term Spé,2025-05-12,https://www.youtube.com/watch?v=rI-h5WUwVB0
Cercle trigonométrique,Hedacademy,LA TRIGONOMÉTRIE AU BREVET,2023-05-22,https://www.youtube.com/watch?v=OS3yEkR9F8E
Cercle trigonométrique,Hedacademy,POURQUOI cos²x + sin²x = 1,2023-06-12,https://www.youtube.com/watch?v=njiP_tKKtBo
Fonctions trigonométriques élémentaires,Yvan Monka,LE COURS : Trigonométrie - Première,2020-08-19,https://www.youtube.com/watch?v=wJjb3CSS3cg
Fonctions trigonométriques élémentaires,Yvan Monka,Etudier une fonction trigonométrique 1/4 : Parité - Terminale,2015-01-11,https://www.youtube.com/watch?v=uOXv5XnAiNk
Fonctions trigonométriques élémentaires,Yvan Monka,Etudier une fonction trigonométrique 2/4 : Périodicité - Terminale,2015-01-11,https://www.youtube.com/watch?v=s3S85RL06ks
Fonctions trigonométriques élémentaires,Yvan Monka,Apprendre à lire sur le cercle trigonométrique - Première,2016-02-16,https://www.youtube.com/watch?v=ECNX9hnhG9U
Fonctions trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique - Terminale,2015-01-10,https://www.youtube.com/watch?v=PcgvyxU5FCc
Fonctions trigonométriques élémentaires,Yvan Monka,Etudier une fonction trigonométrique 3/4 : Variations - Terminale,2015-01-11,https://www.youtube.com/watch?v=X6vJog_xQRY
Fonctions trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique (2) - Première,2014-11-29,https://www.youtube.com/watch?v=NlV2zKJtvc8
Fonctions trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique (1) - Première,2014-11-15,https://www.youtube.com/watch?v=VbfA7HGIeLw
Fonctions trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique (form. duplication) - Terminale,2014-12-02,https://www.youtube.com/watch?v=yx3yULqR_wI
Fonctions trigonométriques élémentaires,Yvan Monka,Lire en radians sur le cercle trigonométrique des valeurs de cos et sin - Première,2014-11-29,https://www.youtube.com/watch?v=m6tuif8ZpFY
Fonctions trigonométriques élémentaires,Hedacademy,COMPRENDRE le cercle trigonométrique !,2022-03-17,https://www.youtube.com/watch?v=9HNBQZ0lUF4
Fonctions trigonométriques élémentaires,Hedacademy,Étude d&#39;une FONCTION TRIGO - Term Spé,2025-05-12,https://www.youtube.com/watch?v=rI-h5WUwVB0
Fonctions trigonométriques élémentaires,Hedacademy,DÉRIVER DES FONCTIONS TRIGONOMÉTRIQUES,2025-03-29,https://www.youtube.com/watch?v=no9O_gupMlc
Fonctions trigonométriques élémentaires,Hedacademy,TRIGONOMÉTRIE : Résoudre des équations,2022-03-20,https://www.youtube.com/watch?v=oMD_uwxM1bc
Fonctions trigonométriques élémentaires,Hedacademy,Trigonométrie - Calculer une longueur,2018-12-15,https://www.youtube.com/watch?v=Od4hBbBFHqw
Fonctions trigonométriques élémentaires,Hedacademy,COMPRENDRE LES LIMITES DE FONCTIONS - Term Spé,2025-02-10,https://www.youtube.com/watch?v=wV_V1EiI3eI
Fonctions trigonométriques élémentaires,Hedacademy,"Trigonométrie - Calculer une longueur, calculer un angle",2018-01-30,https://www.youtube.com/watch?v=DEk3TqhuPhM
Équations trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique (2) - Première,2014-11-29,https://www.youtube.com/watch?v=NlV2zKJtvc8
Équations trigonométriques élémentaires,Yvan Monka,Résoudre une équation du type cos(x)=a ou sin(x)=a - Terminale,2020-06-20,https://www.youtube.com/watch?v=p6U55YsS440
Équations trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique - Terminale,2015-01-10,https://www.youtube.com/watch?v=PcgvyxU5FCc
Équations trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique (1) - Première,2014-11-15,https://www.youtube.com/watch?v=VbfA7HGIeLw
Équations trigonométriques élémentaires,Yvan Monka,LE COURS : Trigonométrie - Première,2020-08-19,https://www.youtube.com/watch?v=wJjb3CSS3cg
Équations trigonométriques élémentaires,Yvan Monka,Résoudre une inéquation du type cos(x) ≤ a  - Terminale,2020-06-20,https://www.youtube.com/watch?v=raU77Qb_-Iw
Équations trigonométriques élémentaires,Yvan Monka,Résoudre une équation trigonométrique (form. duplication) - Terminale,2014-12-02,https://www.youtube.com/watch?v=yx3yULqR_wI
Équations trigonométriques élémentaires,Yvan Monka,EXERCICE : Résoudre une équation trigonométrique (2) - Première,2015-03-28,https://www.youtube.com/watch?v=FChmUolhDpg
Équations trigonométriques élémentaires,Yvan Monka,EXERCICE : Résoudre une équation trigonométrique (1) - Première,2015-04-18,https://www.youtube.com/watch?v=nnkUKwwMoro
Équations trigonométriques élémentaires,Yvan Monka,EXERCICE : Résoudre une équation trigonométrique (form. addition) - Terminale,2015-03-28,https://www.youtube.com/watch?v=sCUNjZ6yqac
Équations trigonométriques élémentaires,Hedacademy,TRIGONOMÉTRIE : Résoudre des équations,2022-03-20,https://www.youtube.com/watch?v=oMD_uwxM1bc
Équations trigonométriques élémentaires,Hedacademy,Étude d&#39;une FONCTION TRIGO - Term Spé,2025-05-12,https://www.youtube.com/watch?v=rI-h5WUwVB0
Équations trigonométriques élémentaires,Hedacademy,TRIGONOMÉTRIE : Sauras-tu simplifier ?,2026-01-05,https://www.youtube.com/watch?v=3ZHaPPcjLCA
Équations trigonométriques élémentaires,Hedacademy,Trigonométrie - Calculer une longueur,2018-12-15,https://www.youtube.com/watch?v=Od4hBbBFHqw
Équations trigonométriques élémentaires,Hedacademy,"Trigonométrie - Calculer une longueur, calculer un angle",2018-01-30,https://www.youtube.com/watch?v=DEk3TqhuPhM
Vecteurs,Yvan Monka,LE COURS : Les vecteurs - Seconde,2020-07-26,https://www.youtube.com/watch?v=aSSDBNn_rRI
Vecteurs,Yvan Monka,LE COURS : Vecteurs et repérage - Seconde,2020-07-26,https://www.youtube.com/watch?v=9OB3hct6gak
Vecteurs,Yvan Monka,"LE COURS : Vecteurs, droites et plans de l&#39;espace - Terminale",2023-05-16,https://www.youtube.com/watch?v=EoT48VtnUJ4
Vecteurs,Yvan Monka,Démontrer que deux vecteurs sont colinéaires - Seconde,2014-11-08,https://www.youtube.com/watch?v=FjUbd9Pbhmg
Vecteurs,Yvan Monka,Utiliser des propriétés sur les vecteurs - Seconde,2020-07-26,https://www.youtube.com/watch?v=XokpP_8mTOE
Vecteurs,Yvan Monka,Lire les coordonnées d&#39;un vecteur - Seconde,2014-11-08,https://www.youtube.com/watch?v=8PyiMHtp1fE
